y_real,y_pred
0,0.18936993
0,0.35668844
0,0.24546973
0,0.46147463
0,0.24077962
0,0.16767727
0,0.30055317
0,0.2719439
0,0.2712806
0,0.19536337
0,0.47989017
0,0.14320195
0,0.43586168
0,0.20044811
0,0.43860224
0,0.17450884
0,0.49895126
0,0.33396927
0,0.26095918
0,0.3856735
0,0.37753236
0,0.17565529
0,0.38098922
0,0.42122254
0,0.26812133
0,0.26286978
0,0.43808603
0,0.4009851
1,0.45373768
0,0.34210584
0,0.41491744
1,0.5708569
0,0.38160104
0,0.1802532
0,0.3584123
0,0.5670021
0,0.20191158
0,0.49307916
0,0.22453211
0,0.3298505
0,0.48346964
0,0.2627074
0,0.45454273
0,0.3002667
0,0.41295502
0,0.49807334
0,0.34486637
0,0.31298473
0,0.40264526
0,0.26179743
0,0.2679264
0,0.21391448
0,0.30045816
0,0.12649038
0,0.40535808
0,0.528047
0,0.27419475
0,0.41914865
0,0.13515326
0,0.41188774
0,0.48927316
0,0.3517181
0,0.32153544
0,0.2538933
0,0.32958135
0,0.52201813
0,0.37402096
0,0.2668237
0,0.46625847
0,0.33392486
0,0.11114267
0,0.34088084
0,0.15671985
0,0.10381032
0,0.23110004
0,0.30513695
0,0.1714291
0,0.35479078
0,0.35198587
0,0.22205624
0,0.5456539
0,0.37318042
0,0.3407593
0,0.1742185
0,0.36153954
0,0.30371088
0,0.22513008
0,0.26707697
0,0.3842942
0,0.13026847
0,0.38403004
0,0.34416214
0,0.12261973
0,0.33354655
0,0.42315945
0,0.484463
0,0.4974487
0,0.26012784
0,0.2532239
0,0.3427
0,0.31189623
0,0.42662236
0,0.23248975
0,0.2497093
0,0.28723335
0,0.2604999
0,0.36829937
0,0.24907397
0,0.39933187
0,0.15582597
0,0.19839738
0,0.36146805
0,0.22741333
0,0.43254244
0,0.21777166
0,0.49322507
0,0.17554554
0,0.17732261
0,0.36559343
0,0.38654172
0,0.31363568
0,0.24023761
0,0.3366414
0,0.36772373
0,0.35095203
0,0.37142867
0,0.67343754
0,0.33259645
0,0.16838877
0,0.1774052
0,0.17134596
0,0.44186482
0,0.37209645
0,0.26756006
0,0.36058483
0,0.23385659
0,0.4092049
0,0.077886395
0,0.14629003
0,0.25055775
0,0.47056237
0,0.2958119
0,0.1451221
0,0.14903688
0,0.25043112
0,0.08678914
0,0.32600757
0,0.30390134
0,0.3208499
0,0.40038064
0,0.37513185
0,0.2360506
1,0.53050137
0,0.3169323
0,0.11512293
0,0.36917967
0,0.5707796
0,0.255071
0,0.40870804
0,0.2015424
0,0.14709784
0,0.5689461
0,0.29248106
0,0.55186045
0,0.3264075
0,0.41198328
0,0.38093606
0,0.3853661
0,0.17652394
0,0.33413765
0,0.4240367
0,0.20814835
0,0.47731093
0,0.34231862
0,0.3301937
0,0.3751427
0,0.5014698
0,0.48808774
0,0.19746807
0,0.16557254
0,0.24799666
0,0.23476967
0,0.18294574
0,0.34541434
0,0.5379295
1,0.38101876
0,0.22692958
0,0.13627627
0,0.200911
0,0.59548837
0,0.4057885
0,0.15471187
0,0.12476286
0,0.17854439
0,0.27981567
0,0.22873053
0,0.34298295
0,0.28742456
0,0.4777096
0,0.2892646
0,0.25191966
0,0.28519654
0,0.43955922
0,0.18978654
0,0.24966773
0,0.23884079
0,0.29781547
0,0.29414004
0,0.28344852
0,0.4266743
0,0.6126211
0,0.38381982
0,0.3308016
0,0.32641456
0,0.22266878
0,0.2624688
0,0.2087982
0,0.24792911
0,0.16556102
0,0.46813366
0,0.23924251
0,0.32291776
0,0.4409976
0,0.39542863
0,0.3893146
0,0.23790531
0,0.22906812
0,0.34362355
0,0.32042882
0,0.2745598
0,0.23921412
0,0.46212742
0,0.202338
0,0.50264
0,0.540672
0,0.34242883
0,0.46038032
0,0.27034417
0,0.27723265
0,0.5217126
0,0.2193959
0,0.37544155
0,0.17133465
0,0.40522584
0,0.34024596
0,0.27389145
0,0.29701078
0,0.32244787
0,0.57804537
0,0.35828322
0,0.31341526
0,0.40781778
0,0.51599467
0,0.346217
0,0.44260314
0,0.43375868
0,0.13998723
0,0.13130438
0,0.27037707
0,0.11850569
0,0.3961558
0,0.3115247
0,0.34564456
0,0.19070084
0,0.5218328
0,0.3495802
0,0.32778823
0,0.11903795
0,0.3285049
0,0.30611378
0,0.33216384
1,0.23205459
0,0.3220897
0,0.54261434
0,0.13242653
0,0.23111089
0,0.32155517
0,0.32069522
0,0.19739771
0,0.15194824
0,0.20532386
0,0.43150574
1,0.5145354
0,0.26219028
0,0.45388785
0,0.55209035
0,0.417938
0,0.27301213
0,0.2500848
0,0.47570297
0,0.15753748
0,0.26209202
0,0.2506984
0,0.17501117
0,0.41079935
0,0.40856925
0,0.25281516
0,0.18519752
0,0.367185
1,0.5079116
0,0.34497228
0,0.45910382
0,0.21538611
0,0.3282155
0,0.20519367
0,0.4631991
0,0.36245945
0,0.16994126
0,0.283923
0,0.4216655
0,0.4528404
0,0.32683372
0,0.26577693
0,0.15475166
0,0.24868236
0,0.3067126
0,0.27196562
0,0.41112173
0,0.40991512
0,0.2949174
0,0.40458605
0,0.48896015
0,0.4739815
0,0.2838521
0,0.32608074
0,0.18957654
0,0.22200406
0,0.5353122
0,0.285197
0,0.29548776
0,0.21039072
0,0.32116997
0,0.2011437
0,0.32170954
0,0.35056677
0,0.36698568
0,0.145919
0,0.24342416
0,0.32049704
0,0.54506105
0,0.36293146
0,0.36816025
0,0.16406187
0,0.36862677
0,0.30392176
0,0.36313364
0,0.32103458
0,0.31397185
0,0.6507254
0,0.2680239
0,0.30663183
0,0.3438878
0,0.4520789
0,0.30850464
0,0.54985034
0,0.3673841
0,0.5154154
0,0.35187426
0,0.33329853
0,0.1770315
0,0.68897367
0,0.3678022
0,0.367962
1,0.23085852
0,0.34251094
0,0.3394311
0,0.33334374
0,0.44014052
0,0.4555078
0,0.37491715
0,0.39184314
0,0.48262393
0,0.18903598
0,0.46120122
0,0.30277753
0,0.308543
0,0.23740767
0,0.30657634
0,0.4728476
0,0.48358473
0,0.4904625
0,0.4013033
0,0.109903984
0,0.40051794
0,0.370591
0,0.506487
0,0.4640308
0,0.44331414
0,0.5948175
0,0.17097594
0,0.4464548
0,0.16035508
0,0.3197507
0,0.30732906
0,0.1447377
0,0.49603468
0,0.39921564
0,0.21298572
0,0.12005855
0,0.26111796
0,0.31753033
0,0.59924084
0,0.5896235
0,0.39061287
0,0.34020942
0,0.18550557
0,0.34629333
0,0.212266
0,0.31514254
0,0.36010635
0,0.4930189
0,0.1857257
0,0.38279158
0,0.40709698
0,0.28865477
0,0.34299085
0,0.30274692
0,0.230498
0,0.40952197
0,0.43311304
0,0.45183638
0,0.1835798
0,0.35047936
0,0.29522464
0,0.5021292
0,0.43809858
0,0.25485432
0,0.5352114
0,0.32068762
0,0.3204348
0,0.28511697
0,0.22841798
0,0.11734342
0,0.12551117
0,0.22378442
0,0.23529446
0,0.32330868
0,0.37941432
0,0.093077324
0,0.13587156
0,0.18344206
0,0.36352202
0,0.3435851
0,0.336461
0,0.38913664
0,0.28417554
0,0.3956369
0,0.5128081
0,0.37888008
0,0.57491136
0,0.2336557
0,0.55568373
0,0.37258473
0,0.5282027
0,0.55058444
0,0.42817757
0,0.17779854
0,0.5067801
0,0.13166766
0,0.25484076
0,0.31750557
0,0.34419873
0,0.18434668
0,0.30037066
0,0.45392567
0,0.46944928
0,0.30895215
0,0.43497807
0,0.29738024
0,0.23733571
0,0.3145652
0,0.2835173
0,0.21930479
0,0.09723354
0,0.46820417
0,0.3722608
0,0.18033084
0,0.2910132
0,0.45276934
0,0.20916535
0,0.4110603
0,0.24123074
0,0.11622791
0,0.3215407
0,0.12862328
0,0.1263503
0,0.3885215
0,0.17584984
0,0.21540287
0,0.4516867
0,0.23019557
0,0.38256353
0,0.21319667
0,0.22744282
0,0.269894
0,0.42584336
0,0.119162075
0,0.22177319
0,0.2487025
0,0.22612202
0,0.1592824
0,0.24717566
0,0.1333829
0,0.29266247
0,0.20890869
0,0.30567956
0,0.2670071
0,0.39793265
0,0.23032328
0,0.30421606
0,0.2955918
0,0.47975948
0,0.10819728
0,0.340839
0,0.28788415
0,0.1352321
0,0.32136682
0,0.1868952
0,0.31213605
0,0.41655698
0,0.2737687
0,0.33146656
0,0.31474307
0,0.2065805
0,0.26703852
0,0.18527539
0,0.38474625
0,0.14243531
0,0.50476813
0,0.21196216
0,0.2978882
0,0.40203238
0,0.28502256
0,0.28800222
0,0.34544444
0,0.27303717
0,0.31445947
0,0.15124772
0,0.34486917
0,0.27700865
0,0.2957928
0,0.39129558
0,0.3541308
0,0.08394253
0,0.09225502
0,0.32564417
0,0.19844382
0,0.17244771
0,0.33237523
0,0.5103118
0,0.23400797
0,0.25064126
0,0.4426577
0,0.54182196
0,0.1854577
0,0.26686248
0,0.22736102
0,0.13024996
0,0.124101676
0,0.23232034
0,0.37138742
0,0.25159234
0,0.40641606
0,0.42892227
0,0.23671511
0,0.4405453
0,0.24924104
0,0.22708805
0,0.31118125
0,0.4697524
0,0.27505955
0,0.40693215
0,0.3602821
0,0.38332698
0,0.22239038
0,0.38597974
0,0.25969034
0,0.35703698
1,0.3795181
0,0.42602813
0,0.5223857
0,0.406354
0,0.24424277
1,0.35564286
0,0.3640042
0,0.35866126
0,0.39563423
0,0.407042
0,0.46110514
0,0.318609
0,0.40752465
0,0.39915907
0,0.4445332
0,0.509705
0,0.3454159
0,0.40563428
0,0.35700214
0,0.40548852
0,0.44202793
0,0.26816013
0,0.47633964
0,0.27928868
0,0.3224206
0,0.44300276
0,0.2545677
0,0.3649483
0,0.40274918
0,0.13782555
0,0.3733329
0,0.31378222
0,0.37763217
0,0.5849771
0,0.24887587
0,0.49181446
0,0.43615094
0,0.26645368
0,0.17454094
0,0.34174076
0,0.2529185
0,0.459453
0,0.3747909
0,0.33194616
0,0.30329442
0,0.3346739
0,0.43300173
0,0.50012445
0,0.1993923
0,0.27897668
0,0.17974502
0,0.41144088
0,0.5738044
0,0.3992692
0,0.54293334
0,0.33695242
0,0.22733355
0,0.36338082
0,0.33107677
0,0.42613834
0,0.3058466
0,0.28788948
0,0.4844857
0,0.37706375
0,0.32162717
0,0.2683116
0,0.19177885
0,0.29711604
0,0.19395053
0,0.41687703
0,0.13410209
1,0.49059412
0,0.43317208
0,0.2917274
0,0.1365533
0,0.3142046
0,0.21450423
0,0.22594832
0,0.3893526
0,0.22404099
0,0.393959
0,0.23631431
0,0.38087738
0,0.24860188
0,0.14949346
0,0.2508686
0,0.26095113
0,0.5358631
0,0.42100665
0,0.25819498
0,0.2172861
0,0.3815514
0,0.21693628
0,0.32993767
0,0.40636665
0,0.36825365
0,0.34684315
1,0.28918764
0,0.20276085
0,0.42556137
0,0.16484582
0,0.27976876
0,0.30987084
0,0.6419975
0,0.18681139
0,0.313069
0,0.52138984
0,0.41772
0,0.4357407
0,0.3628952
0,0.2985497
0,0.30193868
0,0.36563897
0,0.32392642
0,0.5586253
0,0.48042387
0,0.34945002
0,0.36655167
0,0.38636914
0,0.42104283
0,0.23611248
0,0.3032106
0,0.2965461
0,0.28781557
0,0.40548927
0,0.33896548
0,0.38665622
0,0.38588127
0,0.5449611
0,0.52776176
0,0.33817893
0,0.17060395
0,0.3851197
0,0.45514944
1,0.5346351
0,0.34379613
0,0.6011784
0,0.18113455
0,0.2956448
0,0.400918
0,0.3300245
0,0.35743636
0,0.19152027
0,0.2100905
0,0.30964318
0,0.32647368
0,0.5497996
0,0.46989357
0,0.3678225
1,0.21168295
0,0.49606547
0,0.31613335
0,0.24405296
0,0.3519394
0,0.55918413
1,0.28970787
0,0.10817902
0,0.38913235
0,0.252944
0,0.34287393
0,0.6165997
0,0.22797276
0,0.29129216
0,0.31737742
0,0.15408495
0,0.31823108
0,0.1483987
0,0.2135142
0,0.16417842
0,0.4892588
0,0.503859
0,0.29379776
1,0.34658653
0,0.33646506
0,0.16353038
0,0.52291006
0,0.15154845
0,0.13789445
0,0.50201094
0,0.54773426
0,0.44723108
0,0.42479956
0,0.12734695
0,0.19075522
0,0.38395053
0,0.40364823
0,0.37308842
0,0.34733102
0,0.23636529
0,0.35517067
0,0.32242954
0,0.3011247
0,0.50657344
0,0.17782895
0,0.14102696
0,0.5066343
0,0.11623689
0,0.46811825
0,0.27992672
0,0.20232481
0,0.17840567
0,0.49240687
0,0.29565853
0,0.22343343
0,0.30800778
0,0.22803552
0,0.55235094
0,0.16124351
0,0.30929846
0,0.23763116
0,0.13200258
0,0.35150176
0,0.28755984
0,0.42445803
0,0.2841679
0,0.28753737
0,0.3304849
0,0.4619988
0,0.27295285
0,0.16616106
0,0.42999476
0,0.34121698
0,0.54936963
0,0.46099722
0,0.36794588
0,0.42123765
0,0.3512906
0,0.20514536
0,0.30288628
0,0.3187316
0,0.3340677
1,0.46346074
0,0.2697766
0,0.21784547
0,0.30095464
0,0.28551698
0,0.6125002
0,0.322242
0,0.2812656
0,0.14618115
0,0.36788183
0,0.42923468
0,0.31620455
0,0.5075781
0,0.30091688
0,0.2019216
0,0.25165233
0,0.5541997
0,0.11522532
0,0.39676276
0,0.3481189
0,0.3790157
0,0.17688204
0,0.25392225
0,0.18107995
0,0.1411881
0,0.2576458
0,0.16436921
0,0.477721
0,0.38276255
0,0.34747732
0,0.64737314
0,0.1054417
1,0.32235965
0,0.32786426
0,0.44793147
0,0.36690444
0,0.33393747
0,0.38928553
0,0.21621637
0,0.21368904
0,0.22286803
0,0.49474272
0,0.3221234
0,0.1989748
0,0.31401643
0,0.347863
0,0.25756615
0,0.30141893
0,0.38406318
0,0.41468427
0,0.16087994
0,0.39553002
0,0.40148267
0,0.24414456
0,0.21575424
0,0.52014697
0,0.22532989
0,0.21746446
0,0.39384028
0,0.56771517
0,0.2821831
0,0.13003844
0,0.25715348
0,0.33718568
0,0.45411375
0,0.16505995
0,0.17342255
0,0.33508694
0,0.14687862
0,0.46163023
0,0.32462376
0,0.27166852
0,0.21847309
0,0.21847309
0,0.4328473
1,0.24946713
0,0.2294534
0,0.5347882
0,0.28054506
0,0.54569435
0,0.30366054
0,0.2809497
0,0.4400596
0,0.24457741
0,0.36570403
0,0.51748437
0,0.3280659
0,0.30445793
0,0.28686866
0,0.20605662
0,0.21591505
0,0.32165733
0,0.2965002
0,0.3728906
0,0.22369145
0,0.48950493
0,0.26799172
0,0.42232534
0,0.6217828
0,0.20016214
0,0.3361714
0,0.23659569
0,0.3953805
0,0.28787214
0,0.29651845
0,0.4823747
0,0.2862488
0,0.38499984
0,0.366413
0,0.36266115
0,0.57483447
0,0.27438146
0,0.12888825
0,0.4011549
0,0.31545088
0,0.31545088
0,0.14921927
0,0.25693446
0,0.5620418
0,0.16079648
0,0.34733516
0,0.33153808
0,0.21490207
0,0.16649438
0,0.36702406
0,0.5124807
0,0.40518075
0,0.40404806
0,0.33475557
0,0.4081771
0,0.26796865
0,0.4944617
0,0.3528795
0,0.5537188
0,0.2790574
0,0.24045347
0,0.35053864
0,0.2374748
0,0.22832371
0,0.4219693
0,0.2174433
0,0.3498852
0,0.17175223
0,0.30437252
0,0.275085
1,0.593118
1,0.502938
1,0.5794133
1,0.31048766
1,0.43996182
1,0.47505367
1,0.537469
1,0.65277356
1,0.3122897
1,0.4337044
1,0.60368836
1,0.28951386
1,0.2153743
1,0.4550542
1,0.37083158
1,0.34133604
1,0.59821874
1,0.5375344
1,0.31448853
1,0.1924553
1,0.23913874
1,0.273968
1,0.44592094
1,0.34334216
1,0.43168703
1,0.33908758
1,0.23398617
1,0.28506804
1,0.48508805
1,0.4850868
1,0.694407
1,0.4083407
1,0.39024618
1,0.5727608
1,0.5320672
1,0.3700627
1,0.61440545
1,0.39224786
1,0.66229796
1,0.3829288
1,0.47209245
1,0.45554
1,0.41531187
1,0.5775234
1,0.6201625
1,0.37946877
1,0.3851089
1,0.44901788
1,0.46146944
1,0.37439558
1,0.39554366
1,0.5711154
1,0.4806185
1,0.3987389
1,0.26757476
1,0.31636885
1,0.6300069
1,0.5343485
1,0.2768006
1,0.3205803
1,0.40537852
1,0.3872351
1,0.32883394
1,0.3305349
1,0.3930173
1,0.28200302
1,0.407797
1,0.53843683
1,0.527447
1,0.25458854
1,0.39452648
1,0.42373863
1,0.5926694
1,0.35884178
1,0.4838164
1,0.3304104
1,0.49517027
1,0.45694286
1,0.33609125
1,0.33814064
1,0.5049315
1,0.5969944
1,0.38516793
1,0.36731687
1,0.44887796
1,0.35244912
1,0.32207248
1,0.4833779
1,0.30504143
1,0.4855205
1,0.34449524
1,0.33983645
1,0.5662114
1,0.34922627
1,0.4454348
1,0.41267312
1,0.3626542
1,0.21890272
1,0.5380258
1,0.6235716
1,0.14524904
1,0.381403
1,0.64003235
1,0.15217435
1,0.24425066
1,0.4316316
1,0.3837343
1,0.3792934
1,0.3374962
1,0.3277345
1,0.25751898
1,0.12480452
1,0.5487037
1,0.63987035
1,0.3107945
1,0.27013814
1,0.20525597
1,0.5036971
1,0.4648987
1,0.41298836
1,0.6695136
1,0.6695136
1,0.5519922
1,0.3613902
1,0.50030047
1,0.5038015
1,0.21470031
1,0.50565416
1,0.29216415
1,0.5154426
1,0.25071186
1,0.41574112
1,0.41459253
1,0.26603055
1,0.3734422
1,0.41273582
1,0.36872095
1,0.15935235
1,0.31243995
1,0.5820383
1,0.15967424
1,0.34945574
1,0.44921237
1,0.4033838
1,0.35861427
1,0.18062255
1,0.43140256
1,0.22196294
1,0.4565546
1,0.4482637
1,0.5470529
1,0.40439746
1,0.3879412
1,0.32268572
1,0.42213982
1,0.45855296
1,0.30295637
1,0.22561443
1,0.5196095
1,0.34453934
1,0.3371561
1,0.33677682
1,0.33022457
1,0.40736017
1,0.38471574
1,0.6608491
1,0.60347396
1,0.7110522
1,0.27900174
1,0.4366309
1,0.2016655
1,0.5398751
1,0.55036414
1,0.38292536
1,0.17405112
1,0.5537933
1,0.40065494
1,0.55436915
1,0.29883927
1,0.43598297
1,0.3072317
1,0.49109513
1,0.5187186
1,0.26044217
1,0.48038292
1,0.5435282
1,0.62465906
1,0.5967337
1,0.42449668
1,0.31903136
1,0.6743696
1,0.33610937
1,0.26614484
1,0.29192668
1,0.46487305
1,0.46737015
1,0.4284478
1,0.22326535
1,0.57635343
1,0.4450373
1,0.45618218
1,0.6158187
1,0.40140676
1,0.5185956
1,0.601836
1,0.40164083
1,0.3095391
1,0.24697451
1,0.5281043
1,0.4146595
1,0.36279592
1,0.54983896
1,0.1640573
1,0.39878848
1,0.5861583
1,0.41326705
1,0.21444649
1,0.26059747
1,0.31190395
1,0.28020057
1,0.19115527
1,0.27459657
1,0.28911066
1,0.5047904
1,0.24515855
1,0.31997377
1,0.3184613
1,0.28806204
1,0.28733993
1,0.16415222
1,0.58292073
1,0.3267285
1,0.6397894
1,0.42025647
1,0.45149833
1,0.50751925
1,0.3024908
1,0.67952675
1,0.5505228
1,0.52999836
1,0.26539263
1,0.58799136
1,0.622497
1,0.35978395
1,0.3946974
1,0.40017346
1,0.47104067
1,0.42999575
1,0.30817676
1,0.38080415
1,0.46057272
1,0.51633805
1,0.6309629
1,0.27597207
1,0.43905595
1,0.19904779
1,0.5595274
1,0.39132896
1,0.34183523
1,0.5388861
1,0.42919746
1,0.28338474
1,0.360412
1,0.39788553
1,0.48704562
1,0.49523374
1,0.65182567
1,0.28635725
1,0.40943095
1,0.52866024
1,0.2751892
1,0.5105371
1,0.2781192
1,0.47822565
1,0.5877265
1,0.3372147
1,0.35923338
1,0.48668703
1,0.39867294
1,0.48163137
1,0.3926226
1,0.42110828
1,0.4621683
1,0.5968511
1,0.3013645
1,0.5047688
1,0.2364413
1,0.40951574
1,0.6983305
1,0.5813516
1,0.42355886
1,0.48680064
1,0.84495854
1,0.4344099
1,0.47526586
1,0.20730384
1,0.47975898
1,0.35627592
1,0.4469545
1,0.48796976
1,0.4513277
1,0.39806083
1,0.6213114
1,0.43768638
1,0.56903553
1,0.5369696
1,0.6012652
1,0.38074297
1,0.12881857
1,0.3006979
1,0.3316849
1,0.5685601
1,0.3593829
1,0.4310092
1,0.40522018
1,0.45549762
1,0.34922886
1,0.5917157
1,0.3353377
1,0.35535246
1,0.30243134
1,0.3660569
1,0.41731328
1,0.5581329
1,0.3454357
1,0.35178602
1,0.420246
1,0.25090277
1,0.51486784
1,0.26838133
1,0.44862628
1,0.18106465
1,0.41399473
1,0.59661657
1,0.3757203
1,0.348582
1,0.48623908
1,0.39501292
1,0.43633944
1,0.35383177
1,0.4610848
1,0.43901366
1,0.47953212
1,0.29898068
1,0.31465802
1,0.3528193
1,0.4600035
1,0.37689826
1,0.34047943
1,0.5351552
1,0.60092306
1,0.4640417
1,0.3687895
1,0.1920434
1,0.3279642
1,0.53875
1,0.46817878
1,0.31991464
1,0.60489714
1,0.25873756
1,0.60236394
1,0.20402887
1,0.35086122
1,0.3275054
1,0.5958435
1,0.43471274
1,0.49063015
1,0.41467023
1,0.50990176
1,0.34513575
1,0.27858427
1,0.5670213
1,0.65046734
1,0.49569565
1,0.39084277
1,0.45518184
1,0.25840223
1,0.34826377
1,0.13041064
1,0.6276394
1,0.269467
1,0.5124062
1,0.48878253
1,0.47196385
1,0.38642493
1,0.4861327
1,0.34047598
1,0.37605947
1,0.280576
1,0.32612514
1,0.17743084
1,0.3326818
1,0.3678219
1,0.40237895
1,0.30467784
1,0.38480604
1,0.60102993
1,0.5437573
1,0.4370641
1,0.6179479
1,0.5963769
1,0.47669148
1,0.44751444
1,0.46297067
1,0.43856397
1,0.60529184
1,0.5155412
1,0.5512358
1,0.4366665
1,0.51405185
1,0.6056683
1,0.5518065
1,0.21348809
1,0.27374896
1,0.37118924
1,0.4247812
1,0.28611988
1,0.47381946
1,0.51686966
1,0.4411561
1,0.22983162
1,0.30094492
1,0.39252648
1,0.64137095
1,0.35811728
1,0.39510438
1,0.41402668
1,0.43606922
1,0.16702628
1,0.6438421
1,0.270388
1,0.41341862
1,0.56417304
1,0.42615414
1,0.48863545
1,0.41170403
1,0.56581086
1,0.61118776
1,0.4552892
1,0.42451003
1,0.57171017
1,0.47480163
1,0.7103728
1,0.30404332
1,0.37577862
1,0.41538987
1,0.52981585
1,0.47445905
1,0.4083919
1,0.45233852
1,0.4552856
1,0.47665384
1,0.44737744
1,0.48373717
1,0.4857658
1,0.42031947
1,0.36093688
1,0.28379828
1,0.30126828
1,0.3980315
1,0.56201625
1,0.5699298
1,0.73090154
1,0.56527245
1,0.42319608
1,0.54978746
1,0.38215417
1,0.5106617
1,0.547612
1,0.35928944
1,0.45855185
1,0.18177885
1,0.42309272
1,0.42985088
1,0.49298796
1,0.7011051
1,0.19908991
1,0.49938956
1,0.7016408
1,0.55471224
1,0.49024767
1,0.38060033
1,0.5923775
1,0.24669158
1,0.14428535
1,0.6371638
1,0.41989002
1,0.2822505
1,0.42797264
1,0.42301658
1,0.31186005
1,0.5685491
1,0.44667298
1,0.4789337
1,0.5103788
1,0.39149612
1,0.22129963
1,0.588637
1,0.25480723
1,0.43156675
1,0.48866904
1,0.353522
1,0.49505162
1,0.43650213
1,0.38459247
1,0.16447674
1,0.14655268
1,0.48416778
1,0.6018832
1,0.3933394
1,0.30642095
1,0.36378816
1,0.44302803
1,0.46044257
1,0.6670189
1,0.33916864
1,0.41384703
1,0.29106954
1,0.3243415
1,0.5532343
1,0.56785613
1,0.31255177
1,0.26869527
1,0.23609996
1,0.1865692
1,0.324859
1,0.5601149
1,0.3257805
1,0.49872652
1,0.5169421
1,0.5673512
1,0.29012978
1,0.50776196
1,0.35849342
1,0.10933769
1,0.48446152
1,0.5390697
1,0.48689428
1,0.29339734
1,0.32119322
1,0.3044363
1,0.61718297
1,0.28921747
1,0.3577519
1,0.46037495
1,0.50736386
1,0.4906887
1,0.45169917
1,0.44776297
1,0.3510778
1,0.68799543
1,0.62021565
1,0.29663724
1,0.4066775
1,0.5179684
1,0.58558685
1,0.45808208
1,0.5091507
1,0.3042076
1,0.38967088
1,0.52191454
1,0.38074857
1,0.29345617
1,0.4760142
1,0.2990996
1,0.3454421
1,0.14182216
1,0.44605374
1,0.3092112
1,0.30121383
1,0.41629717
1,0.48137
1,0.5393139
